Program,Testcase,Iteration,Round,Time,Type
quick2.c,1800,0,3,0.01529693603515625,Reverse
merge.c,1800,0,3,0.01707005500793457,Reverse
quick2.c,1800,0,4,0.005307912826538086,Reverse
merge.c,1800,0,4,0.003592967987060547,Reverse
quick2.c,1800,0,0,0.003721952438354492,BestQuick
merge.c,1800,0,0,0.0029838085174560547,BestQuick
quick2.c,1800,0,1,0.003284931182861328,BestQuick
merge.c,1800,0,1,0.003014802932739258,BestQuick
quick2.c,1800,0,2,0.0033850669860839844,BestQuick
merge.c,1800,0,2,0.0026221275329589844,BestQuick
quick2.c,1800,0,3,0.0035638809204101562,BestQuick
merge.c,1800,0,3,0.003091096878051758,BestQuick
quick2.c,1800,0,4,0.003631114959716797,BestQuick
merge.c,1800,0,4,0.0027718544006347656,BestQuick
quick2.c,2000,0,0,0.0028798580169677734,Random
merge.c,2000,0,0,0.002864837646484375,Random
quick2.c,2000,0,1,0.0032341480255126953,Random
merge.c,2000,0,1,0.003030061721801758,Random
quick2.c,2000,0,2,0.0030601024627685547,Random
merge.c,2000,0,2,0.003070831298828125,Random
quick2.c,2000,0,3,0.0027909278869628906,Random
merge.c,2000,0,3,0.0029633045196533203,Random
quick2.c,2000,0,4,0.003550291061401367,Random
merge.c,2000,0,4,0.0035729408264160156,Random
quick2.c,2000,1,0,0.0029480457305908203,Random
merge.c,2000,1,0,0.0027420520782470703,Random
quick2.c,2000,1,1,0.002892017364501953,Random
merge.c,2000,1,1,0.0036058425903320312,Random
quick2.c,2000,1,2,0.0032739639282226562,Random
merge.c,2000,1,2,0.0031599998474121094,Random
quick2.c,2000,1,3,0.002732992172241211,Random
merge.c,2000,1,3,0.002804994583129883,Random
quick2.c,2000,1,4,0.0030629634857177734,Random
merge.c,2000,1,4,0.00299072265625,Random
quick2.c,2000,0,0,0.004211902618408203,Sorted
merge.c,2000,0,0,0.003070354461669922,Sorted
quick2.c,2000,0,1,0.0039370059967041016,Sorted
merge.c,2000,0,1,0.0028069019317626953,Sorted
quick2.c,2000,0,2,0.003980159759521484,Sorted
merge.c,2000,0,2,0.003242969512939453,Sorted
quick2.c,2000,0,3,0.00471806526184082,Sorted
merge.c,2000,0,3,0.0034770965576171875,Sorted
quick2.c,2000,0,4,0.00436091423034668,Sorted
merge.c,2000,0,4,0.0030121803283691406,Sorted
quick2.c,2000,0,0,0.004584074020385742,Reverse
merge.c,2000,0,0,0.002992868423461914,Reverse
quick2.c,2000,0,1,0.0049707889556884766,Reverse
merge.c,2000,0,1,0.0028998851776123047,Reverse
quick2.c,2000,0,2,0.0045740604400634766,Reverse
merge.c,2000,0,2,0.002724885940551758,Reverse
quick2.c,2000,0,3,0.004689216613769531,Reverse
merge.c,2000,0,3,0.003473043441772461,Reverse
quick2.c,2000,0,4,0.004786968231201172,Reverse
merge.c,2000,0,4,0.002852916717529297,Reverse
quick2.c,2000,0,0,0.0038552284240722656,BestQuick
merge.c,2000,0,0,0.003309011459350586,BestQuick
quick2.c,2000,0,1,0.003674030303955078,BestQuick
merge.c,2000,0,1,0.0028340816497802734,BestQuick
quick2.c,2000,0,2,0.0035529136657714844,BestQuick
merge.c,2000,0,2,0.003191709518432617,BestQuick
quick2.c,2000,0,3,0.0036640167236328125,BestQuick
merge.c,2000,0,3,0.002841949462890625,BestQuick
quick2.c,2000,0,4,0.0037539005279541016,BestQuick
merge.c,2000,0,4,0.002767801284790039,BestQuick
quick2.c,2200,0,0,0.002900838851928711,Random
merge.c,2200,0,0,0.0033152103424072266,Random
quick2.c,2200,0,1,0.0029180049896240234,Random
merge.c,2200,0,1,0.003500699996948242,Random
quick2.c,2200,0,2,0.003257274627685547,Random
merge.c,2200,0,2,0.0029649734497070312,Random
quick2.c,2200,0,3,0.0029821395874023438,Random
merge.c,2200,0,3,0.0030701160430908203,Random
quick2.c,2200,0,4,0.002813100814819336,Random
merge.c,2200,0,4,0.003084897994995117,Random
quick2.c,2200,1,0,0.003364086151123047,Random
merge.c,2200,1,0,0.0032880306243896484,Random
quick2.c,2200,1,1,0.003155946731567383,Random
merge.c,2200,1,1,0.0035080909729003906,Random
quick2.c,2200,1,2,0.002882242202758789,Random
merge.c,2200,1,2,0.002958059310913086,Random
quick2.c,2200,1,3,0.003773927688598633,Random
merge.c,2200,1,3,0.003761768341064453,Random
quick2.c,2200,1,4,0.002964019775390625,Random
merge.c,2200,1,4,0.0028450489044189453,Random
quick2.c,2200,0,0,0.0041980743408203125,Sorted
merge.c,2200,0,0,0.0036039352416992188,Sorted
quick2.c,2200,0,1,0.004571199417114258,Sorted
merge.c,2200,0,1,0.0029458999633789062,Sorted
quick2.c,2200,0,2,0.00426793098449707,Sorted
merge.c,2200,0,2,0.0028727054595947266,Sorted
quick2.c,2200,0,3,0.00463414192199707,Sorted
merge.c,2200,0,3,0.0038118362426757812,Sorted
quick2.c,2200,0,4,0.004822731018066406,Sorted
merge.c,2200,0,4,0.0028443336486816406,Sorted
quick2.c,2200,0,0,0.005548954010009766,Reverse
merge.c,2200,0,0,0.003267049789428711,Reverse
quick2.c,2200,0,1,0.00498509407043457,Reverse
merge.c,2200,0,1,0.003016948699951172,Reverse
quick2.c,2200,0,2,0.004928112030029297,Reverse
merge.c,2200,0,2,0.00273895263671875,Reverse
quick2.c,2200,0,3,0.0049588680267333984,Reverse
merge.c,2200,0,3,0.0026640892028808594,Reverse
quick2.c,2200,0,4,0.005110025405883789,Reverse
merge.c,2200,0,4,0.0028557777404785156,Reverse
quick2.c,2200,0,0,0.003532886505126953,BestQuick
merge.c,2200,0,0,0.002747774124145508,BestQuick
quick2.c,2200,0,1,0.003489971160888672,BestQuick
merge.c,2200,0,1,0.002824068069458008,BestQuick
quick2.c,2200,0,2,0.003498077392578125,BestQuick
merge.c,2200,0,2,0.0027871131896972656,BestQuick
quick2.c,2200,0,3,0.0034151077270507812,BestQuick
merge.c,2200,0,3,0.003130197525024414,BestQuick
quick2.c,2200,0,4,0.0037910938262939453,BestQuick
merge.c,2200,0,4,0.0028839111328125,BestQuick
quick2.c,2400,0,0,0.0033478736877441406,Random
merge.c,2400,0,0,0.003427743911743164,Random
quick2.c,2400,0,1,0.0034720897674560547,Random
merge.c,2400,0,1,0.0028769969940185547,Random
quick2.c,2400,0,2,0.002845287322998047,Random
merge.c,2400,0,2,0.002840757369995117,Random
quick2.c,2400,0,3,0.0028667449951171875,Random
merge.c,2400,0,3,0.0028519630432128906,Random
quick2.c,2400,0,4,0.002955913543701172,Random
merge.c,2400,0,4,0.0029799938201904297,Random
quick2.c,2400,1,0,0.0027823448181152344,Random
merge.c,2400,1,0,0.0028688907623291016,Random
quick2.c,2400,1,1,0.002763986587524414,Random
merge.c,2400,1,1,0.0029790401458740234,Random
quick2.c,2400,1,2,0.0035200119018554688,Random
merge.c,2400,1,2,0.002975940704345703,Random
quick2.c,2400,1,3,0.002821207046508789,Random
merge.c,2400,1,3,0.002919912338256836,Random
quick2.c,2400,1,4,0.002706766128540039,Random
merge.c,2400,1,4,0.0031538009643554688,Random
quick2.c,2400,0,0,0.004536867141723633,Sorted
merge.c,2400,0,0,0.002916097640991211,Sorted
quick2.c,2400,0,1,0.004542112350463867,Sorted
merge.c,2400,0,1,0.0027892589569091797,Sorted
quick2.c,2400,0,2,0.004626035690307617,Sorted
merge.c,2400,0,2,0.0031671524047851562,Sorted
quick2.c,2400,0,3,0.0046977996826171875,Sorted
merge.c,2400,0,3,0.0028929710388183594,Sorted
quick2.c,2400,0,4,0.005081892013549805,Sorted
merge.c,2400,0,4,0.0029668807983398438,Sorted
quick2.c,2400,0,0,0.005403041839599609,Reverse
merge.c,2400,0,0,0.0027158260345458984,Reverse
quick2.c,2400,0,1,0.005491971969604492,Reverse
merge.c,2400,0,1,0.0027709007263183594,Reverse
quick2.c,2400,0,2,0.005474090576171875,Reverse
merge.c,2400,0,2,0.002810239791870117,Reverse
quick2.c,2400,0,3,0.005550861358642578,Reverse
merge.c,2400,0,3,0.0027968883514404297,Reverse
quick2.c,2400,0,4,0.005388975143432617,Reverse
merge.c,2400,0,4,0.003426074981689453,Reverse
quick2.c,2400,0,0,0.00439906120300293,BestQuick
merge.c,2400,0,0,0.0029261112213134766,BestQuick
quick2.c,2400,0,1,0.003914833068847656,BestQuick
merge.c,2400,0,1,0.0037698745727539062,BestQuick
quick2.c,2400,0,2,0.004113912582397461,BestQuick
merge.c,2400,0,2,0.0028929710388183594,BestQuick
quick2.c,2400,0,3,0.003898143768310547,BestQuick
merge.c,2400,0,3,0.002864837646484375,BestQuick
quick2.c,2400,0,4,0.0038559436798095703,BestQuick
merge.c,2400,0,4,0.002960205078125,BestQuick
quick2.c,2600,0,0,0.0028150081634521484,Random
merge.c,2600,0,0,0.0029578208923339844,Random
quick2.c,2600,0,1,0.002803802490234375,Random
merge.c,2600,0,1,0.00347900390625,Random
quick2.c,2600,0,2,0.0032770633697509766,Random
merge.c,2600,0,2,0.0029990673065185547,Random
quick2.c,2600,0,3,0.0029251575469970703,Random
merge.c,2600,0,3,0.0031387805938720703,Random
quick2.c,2600,0,4,0.0030231475830078125,Random
merge.c,2600,0,4,0.0030820369720458984,Random
quick2.c,2600,1,0,0.002964019775390625,Random
merge.c,2600,1,0,0.003732919692993164,Random
quick2.c,2600,1,1,0.003016948699951172,Random
merge.c,2600,1,1,0.0029828548431396484,Random
quick2.c,2600,1,2,0.003554105758666992,Random
merge.c,2600,1,2,0.0036220550537109375,Random
quick2.c,2600,1,3,0.0029370784759521484,Random
merge.c,2600,1,3,0.002933025360107422,Random
quick2.c,2600,1,4,0.0030100345611572266,Random
merge.c,2600,1,4,0.0035278797149658203,Random
quick2.c,2600,0,0,0.005283832550048828,Sorted
merge.c,2600,0,0,0.0029382705688476562,Sorted
quick2.c,2600,0,1,0.004790067672729492,Sorted
merge.c,2600,0,1,0.0029611587524414062,Sorted
quick2.c,2600,0,2,0.004996061325073242,Sorted
merge.c,2600,0,2,0.0028710365295410156,Sorted
quick2.c,2600,0,3,0.004848957061767578,Sorted
merge.c,2600,0,3,0.0027959346771240234,Sorted
quick2.c,2600,0,4,0.0048618316650390625,Sorted
merge.c,2600,0,4,0.0028297901153564453,Sorted
quick2.c,2600,0,0,0.005930900573730469,Reverse
merge.c,2600,0,0,0.002846956253051758,Reverse
quick2.c,2600,0,1,0.006018161773681641,Reverse
merge.c,2600,0,1,0.002820253372192383,Reverse
quick2.c,2600,0,2,0.005936861038208008,Reverse
merge.c,2600,0,2,0.0028629302978515625,Reverse
quick2.c,2600,0,3,0.006462812423706055,Reverse
merge.c,2600,0,3,0.0031061172485351562,Reverse
quick2.c,2600,0,4,0.005919933319091797,Reverse
merge.c,2600,0,4,0.0029799938201904297,Reverse
quick2.c,2600,0,0,0.004029035568237305,BestQuick
merge.c,2600,0,0,0.002791881561279297,BestQuick
quick2.c,2600,0,1,0.003863096237182617,BestQuick
merge.c,2600,0,1,0.002833843231201172,BestQuick
quick2.c,2600,0,2,0.00406193733215332,BestQuick
merge.c,2600,0,2,0.0028448104858398438,BestQuick
quick2.c,2600,0,3,0.0039539337158203125,BestQuick
merge.c,2600,0,3,0.002753019332885742,BestQuick
quick2.c,2600,0,4,0.003953218460083008,BestQuick
merge.c,2600,0,4,0.0028982162475585938,BestQuick
quick2.c,2800,0,0,0.0030341148376464844,Random
merge.c,2800,0,0,0.0030050277709960938,Random
quick2.c,2800,0,1,0.0028100013732910156,Random
merge.c,2800,0,1,0.0029380321502685547,Random
quick2.c,2800,0,2,0.0030248165130615234,Random
merge.c,2800,0,2,0.002894163131713867,Random
quick2.c,2800,0,3,0.002761363983154297,Random
merge.c,2800,0,3,0.002949953079223633,Random
quick2.c,2800,0,4,0.0027022361755371094,Random
merge.c,2800,0,4,0.0032129287719726562,Random
quick2.c,2800,1,0,0.0032787322998046875,Random
merge.c,2800,1,0,0.003134012222290039,Random
quick2.c,2800,1,1,0.0027909278869628906,Random
merge.c,2800,1,1,0.002888202667236328,Random
quick2.c,2800,1,2,0.003198862075805664,Random
merge.c,2800,1,2,0.0038862228393554688,Random
quick2.c,2800,1,3,0.003777742385864258,Random
merge.c,2800,1,3,0.003371000289916992,Random
quick2.c,2800,1,4,0.0029807090759277344,Random
merge.c,2800,1,4,0.0033957958221435547,Random
quick2.c,2800,0,0,0.005501985549926758,Sorted
merge.c,2800,0,0,0.0028340816497802734,Sorted
quick2.c,2800,0,1,0.00531315803527832,Sorted
merge.c,2800,0,1,0.0030319690704345703,Sorted
quick2.c,2800,0,2,0.00524592399597168,Sorted
merge.c,2800,0,2,0.0027909278869628906,Sorted
quick2.c,2800,0,3,0.005203962326049805,Sorted
merge.c,2800,0,3,0.003319978713989258,Sorted
quick2.c,2800,0,4,0.005342245101928711,Sorted
merge.c,2800,0,4,0.0044138431549072266,Sorted
quick2.c,2800,0,0,0.007115840911865234,Reverse
merge.c,2800,0,0,0.0029218196868896484,Reverse
quick2.c,2800,0,1,0.006454944610595703,Reverse
merge.c,2800,0,1,0.002702951431274414,Reverse
quick2.c,2800,0,2,0.0065059661865234375,Reverse
merge.c,2800,0,2,0.0028390884399414062,Reverse
quick2.c,2800,0,3,0.006381034851074219,Reverse
merge.c,2800,0,3,0.0030460357666015625,Reverse
quick2.c,2800,0,4,0.0067021846771240234,Reverse
merge.c,2800,0,4,0.002838134765625,Reverse
quick2.c,2800,0,0,0.00406193733215332,BestQuick
merge.c,2800,0,0,0.0028481483459472656,BestQuick
quick2.c,2800,0,1,0.0040929317474365234,BestQuick
merge.c,2800,0,1,0.0027871131896972656,BestQuick
quick2.c,2800,0,2,0.0039980411529541016,BestQuick
merge.c,2800,0,2,0.0027430057525634766,BestQuick
quick2.c,2800,0,3,0.00403904914855957,BestQuick
merge.c,2800,0,3,0.0029599666595458984,BestQuick
quick2.c,2800,0,4,0.004160881042480469,BestQuick
merge.c,2800,0,4,0.002756834030151367,BestQuick
quick2.c,3000,0,0,0.002809762954711914,Random
merge.c,3000,0,0,0.0032052993774414062,Random
quick2.c,3000,0,1,0.0031800270080566406,Random
merge.c,3000,0,1,0.0032050609588623047,Random
quick2.c,3000,0,2,0.0028090476989746094,Random
merge.c,3000,0,2,0.0029799938201904297,Random
quick2.c,3000,0,3,0.0028557777404785156,Random
merge.c,3000,0,3,0.0033769607543945312,Random
quick2.c,3000,0,4,0.0032167434692382812,Random
merge.c,3000,0,4,0.0030031204223632812,Random
quick2.c,3000,1,0,0.002876758575439453,Random
merge.c,3000,1,0,0.0035119056701660156,Random
quick2.c,3000,1,1,0.003444194793701172,Random
merge.c,3000,1,1,0.003070831298828125,Random
quick2.c,3000,1,2,0.0028438568115234375,Random
merge.c,3000,1,2,0.0029430389404296875,Random
quick2.c,3000,1,3,0.0028629302978515625,Random
merge.c,3000,1,3,0.0038089752197265625,Random
quick2.c,3000,1,4,0.0029230117797851562,Random
merge.c,3000,1,4,0.0029430389404296875,Random
quick2.c,3000,0,0,0.0056879520416259766,Sorted
merge.c,3000,0,0,0.0031440258026123047,Sorted
quick2.c,3000,0,1,0.005532741546630859,Sorted
merge.c,3000,0,1,0.0027129650115966797,Sorted
quick2.c,3000,0,2,0.005482196807861328,Sorted
merge.c,3000,0,2,0.0029218196868896484,Sorted
quick2.c,3000,0,3,0.0056111812591552734,Sorted
merge.c,3000,0,3,0.0027959346771240234,Sorted
quick2.c,3000,0,4,0.005483865737915039,Sorted
merge.c,3000,0,4,0.0029408931732177734,Sorted
quick2.c,3000,0,0,0.006933927536010742,Reverse
merge.c,3000,0,0,0.0030279159545898438,Reverse
quick2.c,3000,0,1,0.007085084915161133,Reverse
merge.c,3000,0,1,0.003244161605834961,Reverse
quick2.c,3000,0,2,0.007323026657104492,Reverse
merge.c,3000,0,2,0.0035238265991210938,Reverse
quick2.c,3000,0,3,0.007732868194580078,Reverse
merge.c,3000,0,3,0.003036022186279297,Reverse
quick2.c,3000,0,4,0.007043123245239258,Reverse
merge.c,3000,0,4,0.0032622814178466797,Reverse
quick2.c,3000,0,0,0.004033088684082031,BestQuick
merge.c,3000,0,0,0.0027260780334472656,BestQuick
quick2.c,3000,0,1,0.0038399696350097656,BestQuick
merge.c,3000,0,1,0.003186941146850586,BestQuick
quick2.c,3000,0,2,0.0038518905639648438,BestQuick
merge.c,3000,0,2,0.0030641555786132812,BestQuick
quick2.c,3000,0,3,0.00506901741027832,BestQuick
merge.c,3000,0,3,0.003419160842895508,BestQuick
quick2.c,3000,0,4,0.004596233367919922,BestQuick
merge.c,3000,0,4,0.002913951873779297,BestQuick
quick2.c,3200,0,0,0.0033500194549560547,Random
merge.c,3200,0,0,0.003437042236328125,Random
quick2.c,3200,0,1,0.0030791759490966797,Random
merge.c,3200,0,1,0.003535032272338867,Random
quick2.c,3200,0,2,0.003031015396118164,Random
merge.c,3200,0,2,0.003063201904296875,Random
quick2.c,3200,0,3,0.0031080245971679688,Random
merge.c,3200,0,3,0.0030388832092285156,Random
quick2.c,3200,0,4,0.0028486251831054688,Random
merge.c,3200,0,4,0.0031578540802001953,Random
quick2.c,3200,1,0,0.0028188228607177734,Random
merge.c,3200,1,0,0.003058910369873047,Random
quick2.c,3200,1,1,0.002891063690185547,Random
merge.c,3200,1,1,0.0030319690704345703,Random
quick2.c,3200,1,2,0.002950906753540039,Random
merge.c,3200,1,2,0.0030710697174072266,Random
quick2.c,3200,1,3,0.002849102020263672,Random
merge.c,3200,1,3,0.002988100051879883,Random
quick2.c,3200,1,4,0.0034341812133789062,Random
merge.c,3200,1,4,0.003284931182861328,Random
quick2.c,3200,0,0,0.00634002685546875,Sorted
merge.c,3200,0,0,0.002989053726196289,Sorted
quick2.c,3200,0,1,0.005998849868774414,Sorted
merge.c,3200,0,1,0.002749204635620117,Sorted
quick2.c,3200,0,2,0.005930900573730469,Sorted
merge.c,3200,0,2,0.002885103225708008,Sorted
quick2.c,3200,0,3,0.006070137023925781,Sorted
merge.c,3200,0,3,0.0029010772705078125,Sorted
quick2.c,3200,0,4,0.006092071533203125,Sorted
merge.c,3200,0,4,0.0030388832092285156,Sorted
quick2.c,3200,0,0,0.007864236831665039,Reverse
merge.c,3200,0,0,0.0028581619262695312,Reverse
quick2.c,3200,0,1,0.0075531005859375,Reverse
merge.c,3200,0,1,0.002964019775390625,Reverse
quick2.c,3200,0,2,0.0075092315673828125,Reverse
merge.c,3200,0,2,0.0029921531677246094,Reverse
quick2.c,3200,0,3,0.007585048675537109,Reverse
merge.c,3200,0,3,0.0028460025787353516,Reverse
quick2.c,3200,0,4,0.007788658142089844,Reverse
merge.c,3200,0,4,0.004024028778076172,Reverse
quick2.c,3200,0,0,0.005012989044189453,BestQuick
merge.c,3200,0,0,0.0030629634857177734,BestQuick
quick2.c,3200,0,1,0.004672050476074219,BestQuick
merge.c,3200,0,1,0.0030901432037353516,BestQuick
quick2.c,3200,0,2,0.004190921783447266,BestQuick
merge.c,3200,0,2,0.0028259754180908203,BestQuick
quick2.c,3200,0,3,0.004256010055541992,BestQuick
merge.c,3200,0,3,0.002920866012573242,BestQuick
quick2.c,3200,0,4,0.004124164581298828,BestQuick
merge.c,3200,0,4,0.0028748512268066406,BestQuick
quick2.c,3400,0,0,0.003075122833251953,Random
merge.c,3400,0,0,0.00323486328125,Random
quick2.c,3400,0,1,0.0028460025787353516,Random
merge.c,3400,0,1,0.0031778812408447266,Random
quick2.c,3400,0,2,0.003526926040649414,Random
merge.c,3400,0,2,0.0033240318298339844,Random
quick2.c,3400,0,3,0.0036737918853759766,Random
merge.c,3400,0,3,0.0033750534057617188,Random
quick2.c,3400,0,4,0.0029320716857910156,Random
merge.c,3400,0,4,0.0030891895294189453,Random
quick2.c,3400,1,0,0.0029010772705078125,Random
merge.c,3400,1,0,0.0040128231048583984,Random
quick2.c,3400,1,1,0.003041982650756836,Random
merge.c,3400,1,1,0.0032377243041992188,Random
quick2.c,3400,1,2,0.003023862838745117,Random
merge.c,3400,1,2,0.0031921863555908203,Random
quick2.c,3400,1,3,0.003386974334716797,Random
merge.c,3400,1,3,0.0032570362091064453,Random
quick2.c,3400,1,4,0.0028810501098632812,Random
merge.c,3400,1,4,0.0030319690704345703,Random
quick2.c,3400,0,0,0.006457090377807617,Sorted
merge.c,3400,0,0,0.003036022186279297,Sorted
quick2.c,3400,0,1,0.006313800811767578,Sorted
merge.c,3400,0,1,0.0028128623962402344,Sorted
quick2.c,3400,0,2,0.0066220760345458984,Sorted
merge.c,3400,0,2,0.002897024154663086,Sorted
quick2.c,3400,0,3,0.006430864334106445,Sorted
merge.c,3400,0,3,0.002794027328491211,Sorted
quick2.c,3400,0,4,0.006394147872924805,Sorted
merge.c,3400,0,4,0.0028188228607177734,Sorted
quick2.c,3400,0,0,0.00815582275390625,Reverse
merge.c,3400,0,0,0.0029649734497070312,Reverse
quick2.c,3400,0,1,0.008278608322143555,Reverse
merge.c,3400,0,1,0.0037741661071777344,Reverse
quick2.c,3400,0,2,0.011366128921508789,Reverse
merge.c,3400,0,2,0.0033338069915771484,Reverse
quick2.c,3400,0,3,0.009273052215576172,Reverse
merge.c,3400,0,3,0.004124164581298828,Reverse
quick2.c,3400,0,4,0.008452177047729492,Reverse
merge.c,3400,0,4,0.003120899200439453,Reverse
quick2.c,3400,0,0,0.00455021858215332,BestQuick
merge.c,3400,0,0,0.0028350353240966797,BestQuick
quick2.c,3400,0,1,0.00453495979309082,BestQuick
merge.c,3400,0,1,0.0030417442321777344,BestQuick
quick2.c,3400,0,2,0.0045130252838134766,BestQuick
merge.c,3400,0,2,0.0028657913208007812,BestQuick
quick2.c,3400,0,3,0.004701852798461914,BestQuick
merge.c,3400,0,3,0.0035190582275390625,BestQuick
quick2.c,3400,0,4,0.0048258304595947266,BestQuick
merge.c,3400,0,4,0.0035860538482666016,BestQuick
quick2.c,3600,0,0,0.003665924072265625,Random
merge.c,3600,0,0,0.003732919692993164,Random
quick2.c,3600,0,1,0.0030159950256347656,Random
merge.c,3600,0,1,0.0032651424407958984,Random
quick2.c,3600,0,2,0.003009796142578125,Random
merge.c,3600,0,2,0.003832101821899414,Random
quick2.c,3600,0,3,0.003986835479736328,Random
merge.c,3600,0,3,0.003362894058227539,Random
quick2.c,3600,0,4,0.0030579566955566406,Random
merge.c,3600,0,4,0.0032911300659179688,Random
quick2.c,3600,1,0,0.0034182071685791016,Random
merge.c,3600,1,0,0.0035300254821777344,Random
quick2.c,3600,1,1,0.0030112266540527344,Random
merge.c,3600,1,1,0.0031812191009521484,Random
quick2.c,3600,1,2,0.0029680728912353516,Random
merge.c,3600,1,2,0.00328826904296875,Random
quick2.c,3600,1,3,0.003020048141479492,Random
merge.c,3600,1,3,0.003058910369873047,Random
quick2.c,3600,1,4,0.002838134765625,Random
merge.c,3600,1,4,0.0030541419982910156,Random
quick2.c,3600,0,0,0.007133007049560547,Sorted
merge.c,3600,0,0,0.002947092056274414,Sorted
quick2.c,3600,0,1,0.006875753402709961,Sorted
merge.c,3600,0,1,0.002980947494506836,Sorted
quick2.c,3600,0,2,0.006948709487915039,Sorted
merge.c,3600,0,2,0.0028858184814453125,Sorted
quick2.c,3600,0,3,0.006905078887939453,Sorted
merge.c,3600,0,3,0.0029859542846679688,Sorted
quick2.c,3600,0,4,0.007018089294433594,Sorted
merge.c,3600,0,4,0.0029566287994384766,Sorted
quick2.c,3600,0,0,0.00886392593383789,Reverse
merge.c,3600,0,0,0.0030846595764160156,Reverse
quick2.c,3600,0,1,0.009121894836425781,Reverse
merge.c,3600,0,1,0.0033659934997558594,Reverse
quick2.c,3600,0,2,0.008910894393920898,Reverse
merge.c,3600,0,2,0.002911090850830078,Reverse
quick2.c,3600,0,3,0.009042978286743164,Reverse
merge.c,3600,0,3,0.0028829574584960938,Reverse
quick2.c,3600,0,4,0.008939027786254883,Reverse
merge.c,3600,0,4,0.0030450820922851562,Reverse
quick2.c,3600,0,0,0.0047380924224853516,BestQuick
merge.c,3600,0,0,0.002878904342651367,BestQuick
quick2.c,3600,0,1,0.00484776496887207,BestQuick
merge.c,3600,0,1,0.002887248992919922,BestQuick
quick2.c,3600,0,2,0.0046389102935791016,BestQuick
merge.c,3600,0,2,0.0031397342681884766,BestQuick
quick2.c,3600,0,3,0.004709005355834961,BestQuick
merge.c,3600,0,3,0.0029821395874023438,BestQuick
quick2.c,3600,0,4,0.004667043685913086,BestQuick
merge.c,3600,0,4,0.0036468505859375,BestQuick
quick2.c,3800,0,0,0.003612995147705078,Random
merge.c,3800,0,0,0.0033121109008789062,Random
quick2.c,3800,0,1,0.0029730796813964844,Random
merge.c,3800,0,1,0.0031261444091796875,Random
quick2.c,3800,0,2,0.003258228302001953,Random
merge.c,3800,0,2,0.004285097122192383,Random
quick2.c,3800,0,3,0.003287076950073242,Random
merge.c,3800,0,3,0.003143787384033203,Random
quick2.c,3800,0,4,0.003035306930541992,Random
merge.c,3800,0,4,0.003184080123901367,Random
quick2.c,3800,1,0,0.004118919372558594,Random
merge.c,3800,1,0,0.003928184509277344,Random
quick2.c,3800,1,1,0.00296783447265625,Random
merge.c,3800,1,1,0.003222942352294922,Random
quick2.c,3800,1,2,0.0032320022583007812,Random
merge.c,3800,1,2,0.0035219192504882812,Random
quick2.c,3800,1,3,0.00304412841796875,Random
merge.c,3800,1,3,0.0032291412353515625,Random
quick2.c,3800,1,4,0.002878904342651367,Random
merge.c,3800,1,4,0.0033957958221435547,Random
quick2.c,3800,0,0,0.007606029510498047,Sorted
merge.c,3800,0,0,0.0031321048736572266,Sorted
quick2.c,3800,0,1,0.007570981979370117,Sorted
merge.c,3800,0,1,0.0034160614013671875,Sorted
quick2.c,3800,0,2,0.007519960403442383,Sorted
merge.c,3800,0,2,0.0031709671020507812,Sorted
quick2.c,3800,0,3,0.007313966751098633,Sorted
merge.c,3800,0,3,0.002972841262817383,Sorted
quick2.c,3800,0,4,0.007476806640625,Sorted
merge.c,3800,0,4,0.003206968307495117,Sorted
quick2.c,3800,0,0,0.009744882583618164,Reverse
merge.c,3800,0,0,0.0032160282135009766,Reverse
quick2.c,3800,0,1,0.009796142578125,Reverse
merge.c,3800,0,1,0.003000020980834961,Reverse
quick2.c,3800,0,2,0.009739875793457031,Reverse
merge.c,3800,0,2,0.002969980239868164,Reverse
quick2.c,3800,0,3,0.009756326675415039,Reverse
merge.c,3800,0,3,0.003072977066040039,Reverse
quick2.c,3800,0,4,0.009737253189086914,Reverse
merge.c,3800,0,4,0.003099203109741211,Reverse
quick2.c,3800,0,0,0.005116939544677734,BestQuick
merge.c,3800,0,0,0.002964019775390625,BestQuick
quick2.c,3800,0,1,0.005122184753417969,BestQuick
merge.c,3800,0,1,0.0031359195709228516,BestQuick
quick2.c,3800,0,2,0.004965782165527344,BestQuick
merge.c,3800,0,2,0.0033779144287109375,BestQuick
quick2.c,3800,0,3,0.00625300407409668,BestQuick
merge.c,3800,0,3,0.003695964813232422,BestQuick
quick2.c,3800,0,4,0.005961894989013672,BestQuick
merge.c,3800,0,4,0.00327301025390625,BestQuick
quick2.c,4000,0,0,0.0035619735717773438,Random
merge.c,4000,0,0,0.0032961368560791016,Random
quick2.c,4000,0,1,0.0030138492584228516,Random
merge.c,4000,0,1,0.003097057342529297,Random
quick2.c,4000,0,2,0.0032949447631835938,Random
merge.c,4000,0,2,0.0046901702880859375,Random
quick2.c,4000,0,3,0.003396749496459961,Random
merge.c,4000,0,3,0.0031239986419677734,Random
quick2.c,4000,0,4,0.0029680728912353516,Random
merge.c,4000,0,4,0.0035049915313720703,Random
quick2.c,4000,1,0,0.0030570030212402344,Random
merge.c,4000,1,0,0.0031731128692626953,Random
quick2.c,4000,1,1,0.0029036998748779297,Random
merge.c,4000,1,1,0.0032722949981689453,Random
quick2.c,4000,1,2,0.003900289535522461,Random
merge.c,4000,1,2,0.0035381317138671875,Random
