Program,Testcase,Iteration,Round,Time,Type
selection.c,0,1,2,0.006000518798828125,Random
bubble.c,0,1,3,0.005513668060302734,Random
insertion.c,0,1,3,0.004999876022338867,Random
selection.c,0,1,3,0.005015134811401367,Random
bubble.c,0,1,4,0.004999637603759766,Random
insertion.c,0,1,4,0.005093097686767578,Random
selection.c,0,1,4,0.0060002803802490234,Random
bubble.c,0,0,0,0.005156040191650391,Sorted
insertion.c,0,0,0,0.004000186920166016,Sorted
selection.c,0,0,0,0.005510568618774414,Sorted
bubble.c,0,0,1,0.004998207092285156,Sorted
insertion.c,0,0,1,0.005475759506225586,Sorted
selection.c,0,0,1,0.003999471664428711,Sorted
bubble.c,0,0,2,0.006517887115478516,Sorted
insertion.c,0,0,2,0.005501747131347656,Sorted
selection.c,0,0,2,0.0050084590911865234,Sorted
bubble.c,0,0,3,0.005512714385986328,Sorted
insertion.c,0,0,3,0.0050008296966552734,Sorted
selection.c,0,0,3,0.005135774612426758,Sorted
bubble.c,0,0,4,0.00500035285949707,Sorted
insertion.c,0,0,4,0.0050487518310546875,Sorted
selection.c,0,0,4,0.004999876022338867,Sorted
bubble.c,0,0,0,0.005014657974243164,Reverse
insertion.c,0,0,0,0.006005287170410156,Reverse
selection.c,0,0,0,0.006514310836791992,Reverse
bubble.c,0,0,1,0.006508588790893555,Reverse
insertion.c,0,0,1,0.0060040950775146484,Reverse
selection.c,0,0,1,0.006028890609741211,Reverse
bubble.c,0,0,2,0.005999326705932617,Reverse
insertion.c,0,0,2,0.0060443878173828125,Reverse
selection.c,0,0,2,0.00605010986328125,Reverse
bubble.c,0,0,3,0.006000041961669922,Reverse
insertion.c,0,0,3,0.005507707595825195,Reverse
selection.c,0,0,3,0.005999565124511719,Reverse
bubble.c,0,0,4,0.0055141448974609375,Reverse
insertion.c,0,0,4,0.006504535675048828,Reverse
selection.c,0,0,4,0.006004810333251953,Reverse
bubble.c,200,0,0,0.00650787353515625,Random
insertion.c,200,0,0,0.006002664566040039,Random
selection.c,200,0,0,0.006125450134277344,Random
bubble.c,200,0,1,0.005510807037353516,Random
insertion.c,200,0,1,0.006000041961669922,Random
selection.c,200,0,1,0.006458282470703125,Random
bubble.c,200,0,2,0.006510257720947266,Random
insertion.c,200,0,2,0.00599980354309082,Random
selection.c,200,0,2,0.005143404006958008,Random
bubble.c,200,0,3,0.005998373031616211,Random
insertion.c,200,0,3,0.005514383316040039,Random
selection.c,200,0,3,0.005000114440917969,Random
bubble.c,200,0,4,0.0055124759674072266,Random
insertion.c,200,0,4,0.006001949310302734,Random
selection.c,200,0,4,0.005033731460571289,Random
bubble.c,200,1,0,0.005000114440917969,Random
insertion.c,200,1,0,0.005198955535888672,Random
selection.c,200,1,0,0.0050008296966552734,Random
bubble.c,200,1,1,0.0050008296966552734,Random
insertion.c,200,1,1,0.006014585494995117,Random
selection.c,200,1,1,0.005005598068237305,Random
bubble.c,200,1,2,0.005508899688720703,Random
insertion.c,200,1,2,0.004999399185180664,Random
selection.c,200,1,2,0.005515336990356445,Random
bubble.c,200,1,3,0.004998922348022461,Random
insertion.c,200,1,3,0.005513191223144531,Random
selection.c,200,1,3,0.004998683929443359,Random
bubble.c,200,1,4,0.00538182258605957,Random
insertion.c,200,1,4,0.0060007572174072266,Random
selection.c,200,1,4,0.006355762481689453,Random
bubble.c,200,0,0,0.005512237548828125,Sorted
insertion.c,200,0,0,0.005002737045288086,Sorted
selection.c,200,0,0,0.005255699157714844,Sorted
bubble.c,200,0,1,0.004999876022338867,Sorted
insertion.c,200,0,1,0.005513429641723633,Sorted
selection.c,200,0,1,0.0059969425201416016,Sorted
bubble.c,200,0,2,0.0053844451904296875,Sorted
insertion.c,200,0,2,0.00550532341003418,Sorted
selection.c,200,0,2,0.005516529083251953,Sorted
bubble.c,200,0,3,0.00450444221496582,Sorted
insertion.c,200,0,3,0.0050048828125,Sorted
selection.c,200,0,3,0.0062520503997802734,Sorted
bubble.c,200,0,4,0.0049991607666015625,Sorted
insertion.c,200,0,4,0.004000425338745117,Sorted
selection.c,200,0,4,0.006051301956176758,Sorted
bubble.c,200,0,0,0.005228996276855469,Reverse
insertion.c,200,0,0,0.004999399185180664,Reverse
selection.c,200,0,0,0.005513668060302734,Reverse
bubble.c,200,0,1,0.004999399185180664,Reverse
insertion.c,200,0,1,0.004056453704833984,Reverse
selection.c,200,0,1,0.005000591278076172,Reverse
bubble.c,200,0,2,0.006116390228271484,Reverse
insertion.c,200,0,2,0.004000186920166016,Reverse
selection.c,200,0,2,0.005510807037353516,Reverse
bubble.c,200,0,3,0.006000995635986328,Reverse
insertion.c,200,0,3,0.00451207160949707,Reverse
selection.c,200,0,3,0.00600123405456543,Reverse
bubble.c,200,0,4,0.0055980682373046875,Reverse
insertion.c,200,0,4,0.003999471664428711,Reverse
selection.c,200,0,4,0.00551295280456543,Reverse
bubble.c,400,0,0,0.004999637603759766,Random
insertion.c,400,0,0,0.005210399627685547,Random
selection.c,400,0,0,0.005504131317138672,Random
bubble.c,400,0,1,0.006005525588989258,Random
insertion.c,400,0,1,0.00400090217590332,Random
selection.c,400,0,1,0.007169961929321289,Random
bubble.c,400,0,2,0.0051670074462890625,Random
insertion.c,400,0,2,0.00500178337097168,Random
selection.c,400,0,2,0.0055086612701416016,Random
bubble.c,400,0,3,0.006000041961669922,Random
insertion.c,400,0,3,0.004507303237915039,Random
selection.c,400,0,3,0.005001068115234375,Random
bubble.c,400,0,4,0.005196571350097656,Random
insertion.c,400,0,4,0.00550389289855957,Random
selection.c,400,0,4,0.00400543212890625,Random
bubble.c,400,1,0,0.00500035285949707,Random
insertion.c,400,1,0,0.004743099212646484,Random
selection.c,400,1,0,0.005503654479980469,Random
bubble.c,400,1,1,0.0050067901611328125,Random
insertion.c,400,1,1,0.0060236454010009766,Random
selection.c,400,1,1,0.00599980354309082,Random
bubble.c,400,1,2,0.005515098571777344,Random
insertion.c,400,1,2,0.00500035285949707,Random
selection.c,400,1,2,0.005511045455932617,Random
bubble.c,400,1,3,0.006998777389526367,Random
insertion.c,400,1,3,0.0052030086517333984,Random
selection.c,400,1,3,0.005506753921508789,Random
bubble.c,400,1,4,0.0060062408447265625,Random
insertion.c,400,1,4,0.0055162906646728516,Random
selection.c,400,1,4,0.0049991607666015625,Random
bubble.c,400,0,0,0.005509376525878906,Sorted
insertion.c,400,0,0,0.004998922348022461,Sorted
selection.c,400,0,0,0.005221366882324219,Sorted
bubble.c,400,0,1,0.005001544952392578,Sorted
insertion.c,400,0,1,0.005351066589355469,Sorted
selection.c,400,0,1,0.004999637603759766,Sorted
bubble.c,400,0,2,0.005512714385986328,Sorted
insertion.c,400,0,2,0.006000041961669922,Sorted
selection.c,400,0,2,0.006025791168212891,Sorted
bubble.c,400,0,3,0.005509138107299805,Sorted
insertion.c,400,0,3,0.007004261016845703,Sorted
selection.c,400,0,3,0.0055196285247802734,Sorted
bubble.c,400,0,4,0.005997180938720703,Sorted
insertion.c,400,0,4,0.005298614501953125,Sorted
selection.c,400,0,4,0.005511760711669922,Sorted
bubble.c,400,0,0,0.005001544952392578,Reverse
insertion.c,400,0,0,0.006112575531005859,Reverse
selection.c,400,0,0,0.005000591278076172,Reverse
bubble.c,400,0,1,0.005181312561035156,Reverse
insertion.c,400,0,1,0.004999637603759766,Reverse
selection.c,400,0,1,0.0060694217681884766,Reverse
bubble.c,400,0,2,0.004999876022338867,Reverse
insertion.c,400,0,2,0.006023883819580078,Reverse
selection.c,400,0,2,0.005567312240600586,Reverse
bubble.c,400,0,3,0.004944324493408203,Reverse
insertion.c,400,0,3,0.006143093109130859,Reverse
selection.c,400,0,3,0.005000591278076172,Reverse
bubble.c,400,0,4,0.0051381587982177734,Reverse
insertion.c,400,0,4,0.005001068115234375,Reverse
selection.c,400,0,4,0.00508570671081543,Reverse
bubble.c,600,0,0,0.00500035285949707,Random
insertion.c,600,0,0,0.0055141448974609375,Random
selection.c,600,0,0,0.005999326705932617,Random
bubble.c,600,0,1,0.005509376525878906,Random
insertion.c,600,0,1,0.005000114440917969,Random
selection.c,600,0,1,0.005246639251708984,Random
bubble.c,600,0,2,0.005503654479980469,Random
insertion.c,600,0,2,0.0050048828125,Random
selection.c,600,0,2,0.004999637603759766,Random
bubble.c,600,0,3,0.00500035285949707,Random
insertion.c,600,0,3,0.004502773284912109,Random
selection.c,600,0,3,0.006516695022583008,Random
bubble.c,600,0,4,0.005128622055053711,Random
insertion.c,600,0,4,0.005999088287353516,Random
selection.c,600,0,4,0.005509614944458008,Random
bubble.c,600,1,0,0.005000591278076172,Random
insertion.c,600,1,0,0.005510091781616211,Random
selection.c,600,1,0,0.004999637603759766,Random
bubble.c,600,1,1,0.005202293395996094,Random
insertion.c,600,1,1,0.006509304046630859,Random
selection.c,600,1,1,0.0050008296966552734,Random
bubble.c,600,1,2,0.0050771236419677734,Random
insertion.c,600,1,2,0.00500178337097168,Random
selection.c,600,1,2,0.005047798156738281,Random
bubble.c,600,1,3,0.0050008296966552734,Random
insertion.c,600,1,3,0.00741267204284668,Random
selection.c,600,1,3,0.004504680633544922,Random
bubble.c,600,1,4,0.00500035285949707,Random
insertion.c,600,1,4,0.006541252136230469,Random
selection.c,600,1,4,0.0050048828125,Random
bubble.c,600,0,0,0.004510164260864258,Sorted
insertion.c,600,0,0,0.004999876022338867,Sorted
selection.c,600,0,0,0.005286455154418945,Sorted
bubble.c,600,0,1,0.005000114440917969,Sorted
insertion.c,600,0,1,0.004510641098022461,Sorted
selection.c,600,0,1,0.005998849868774414,Sorted
bubble.c,600,0,2,0.0045108795166015625,Sorted
insertion.c,600,0,2,0.004999637603759766,Sorted
selection.c,600,0,2,0.005507469177246094,Sorted
bubble.c,600,0,3,0.005000591278076172,Sorted
insertion.c,600,0,3,0.004509925842285156,Sorted
selection.c,600,0,3,0.005999565124511719,Sorted
bubble.c,600,0,4,0.005509614944458008,Sorted
insertion.c,600,0,4,0.005001068115234375,Sorted
selection.c,600,0,4,0.005048990249633789,Sorted
bubble.c,600,0,0,0.0060007572174072266,Reverse
insertion.c,600,0,0,0.004384517669677734,Reverse
selection.c,600,0,0,0.005504131317138672,Reverse
bubble.c,600,0,1,0.005285501480102539,Reverse
insertion.c,600,0,1,0.004999637603759766,Reverse
selection.c,600,0,1,0.005020856857299805,Reverse
bubble.c,600,0,2,0.0065114498138427734,Reverse
insertion.c,600,0,2,0.0060002803802490234,Reverse
selection.c,600,0,2,0.0045087337493896484,Reverse
bubble.c,600,0,3,0.005999088287353516,Reverse
insertion.c,600,0,3,0.005447864532470703,Reverse
selection.c,600,0,3,0.005001068115234375,Reverse
bubble.c,600,0,4,0.005509376525878906,Reverse
insertion.c,600,0,4,0.00600123405456543,Reverse
selection.c,600,0,4,0.005044460296630859,Reverse
bubble.c,800,0,0,0.005244255065917969,Random
insertion.c,800,0,0,0.005999326705932617,Random
selection.c,800,0,0,0.0055081844329833984,Random
bubble.c,800,0,1,0.00600123405456543,Random
insertion.c,800,0,1,0.005079030990600586,Random
selection.c,800,0,1,0.0055048465728759766,Random
bubble.c,800,0,2,0.005513668060302734,Random
insertion.c,800,0,2,0.005068302154541016,Random
selection.c,800,0,2,0.005999326705932617,Random
bubble.c,800,0,3,0.006138324737548828,Random
insertion.c,800,0,3,0.006000995635986328,Random
selection.c,800,0,3,0.005334377288818359,Random
bubble.c,800,0,4,0.005509614944458008,Random
insertion.c,800,0,4,0.004999399185180664,Random
selection.c,800,0,4,0.005138397216796875,Random
bubble.c,800,1,0,0.004999876022338867,Random
insertion.c,800,1,0,0.005398750305175781,Random
selection.c,800,1,0,0.005002737045288086,Random
bubble.c,800,1,1,0.004516124725341797,Random
insertion.c,800,1,1,0.006000041961669922,Random
selection.c,800,1,1,0.0055158138275146484,Random
bubble.c,800,1,2,0.0050013065338134766,Random
insertion.c,800,1,2,0.0055086612701416016,Random
selection.c,800,1,2,0.00500035285949707,Random
bubble.c,800,1,3,0.004429340362548828,Random
insertion.c,800,1,3,0.0055048465728759766,Random
selection.c,800,1,3,0.005003690719604492,Random
bubble.c,800,1,4,0.006294965744018555,Random
insertion.c,800,1,4,0.003997325897216797,Random
selection.c,800,1,4,0.0055084228515625,Random
bubble.c,800,0,0,0.005002498626708984,Sorted
insertion.c,800,0,0,0.005136966705322266,Sorted
selection.c,800,0,0,0.004998683929443359,Sorted
bubble.c,800,0,1,0.005085468292236328,Sorted
insertion.c,800,0,1,0.004997730255126953,Sorted
selection.c,800,0,1,0.005068540573120117,Sorted
bubble.c,800,0,2,0.0050008296966552734,Sorted
insertion.c,800,0,2,0.005337953567504883,Sorted
selection.c,800,0,2,0.004999399185180664,Sorted
bubble.c,800,0,3,0.005510091781616211,Sorted
insertion.c,800,0,3,0.006001472473144531,Sorted
selection.c,800,0,3,0.005224704742431641,Sorted
bubble.c,800,0,4,0.0060002803802490234,Sorted
insertion.c,800,0,4,0.005163431167602539,Sorted
selection.c,800,0,4,0.003999233245849609,Sorted
bubble.c,800,0,0,0.005010128021240234,Reverse
insertion.c,800,0,0,0.004998683929443359,Reverse
selection.c,800,0,0,0.0051097869873046875,Reverse
bubble.c,800,0,1,0.005003452301025391,Reverse
insertion.c,800,0,1,0.00537419319152832,Reverse
selection.c,800,0,1,0.0055086612701416016,Reverse
bubble.c,800,0,2,0.004998445510864258,Reverse
insertion.c,800,0,2,0.005123615264892578,Reverse
selection.c,800,0,2,0.0049991607666015625,Reverse
bubble.c,800,0,3,0.006078004837036133,Reverse
insertion.c,800,0,3,0.005999565124511719,Reverse
selection.c,800,0,3,0.004432201385498047,Reverse
bubble.c,800,0,4,0.006000995635986328,Reverse
insertion.c,800,0,4,0.006516218185424805,Reverse
selection.c,800,0,4,0.004999876022338867,Reverse
bubble.c,1000,0,0,0.004998445510864258,Random
insertion.c,1000,0,0,0.0051882266998291016,Random
selection.c,1000,0,0,0.004508495330810547,Random
bubble.c,1000,0,1,0.005068778991699219,Random
insertion.c,1000,0,1,0.004999876022338867,Random
selection.c,1000,0,1,0.005088329315185547,Random
bubble.c,1000,0,2,0.004998922348022461,Random
insertion.c,1000,0,2,0.004341602325439453,Random
selection.c,1000,0,2,0.005000114440917969,Random
bubble.c,1000,0,3,0.004507541656494141,Random
insertion.c,1000,0,3,0.0050008296966552734,Random
selection.c,1000,0,3,0.006093502044677734,Random
bubble.c,1000,0,4,0.00500035285949707,Random
insertion.c,1000,0,4,0.0051348209381103516,Random
selection.c,1000,0,4,0.00500178337097168,Random
bubble.c,1000,1,0,0.004998922348022461,Random
insertion.c,1000,1,0,0.0039997100830078125,Random
selection.c,1000,1,0,0.0062444210052490234,Random
bubble.c,1000,1,1,0.0055103302001953125,Random
insertion.c,1000,1,1,0.0039997100830078125,Random
selection.c,1000,1,1,0.0060329437255859375,Random
bubble.c,1000,1,2,0.005509376525878906,Random
insertion.c,1000,1,2,0.005509853363037109,Random
selection.c,1000,1,2,0.005002260208129883,Random
bubble.c,1000,1,3,0.005320549011230469,Random
insertion.c,1000,1,3,0.004999876022338867,Random
selection.c,1000,1,3,0.005036830902099609,Random
bubble.c,1000,1,4,0.0055027008056640625,Random
insertion.c,1000,1,4,0.0040056705474853516,Random
selection.c,1000,1,4,0.0070629119873046875,Random
bubble.c,1000,0,0,0.007000923156738281,Sorted
insertion.c,1000,0,0,0.00628352165222168,Sorted
selection.c,1000,0,0,0.005000591278076172,Sorted
bubble.c,1000,0,1,0.005285739898681641,Sorted
insertion.c,1000,0,1,0.005504131317138672,Sorted
selection.c,1000,0,1,0.005003929138183594,Sorted
bubble.c,1000,0,2,0.00500035285949707,Sorted
insertion.c,1000,0,2,0.005028486251831055,Sorted
selection.c,1000,0,2,0.0055086612701416016,Sorted
bubble.c,1000,0,3,0.0054323673248291016,Sorted
insertion.c,1000,0,3,0.005480766296386719,Sorted
selection.c,1000,0,3,0.00500178337097168,Sorted
bubble.c,1000,0,4,0.0055081844329833984,Sorted
insertion.c,1000,0,4,0.00700068473815918,Sorted
selection.c,1000,0,4,0.007513523101806641,Sorted
bubble.c,1000,0,0,0.006510257720947266,Reverse
insertion.c,1000,0,0,0.004999637603759766,Reverse
selection.c,1000,0,0,0.0062868595123291016,Reverse
bubble.c,1000,0,1,0.0050008296966552734,Reverse
insertion.c,1000,0,1,0.005203723907470703,Reverse
selection.c,1000,0,1,0.005503654479980469,Reverse
bubble.c,1000,0,2,0.0050046443939208984,Reverse
insertion.c,1000,0,2,0.0055027008056640625,Reverse
selection.c,1000,0,2,0.0060117244720458984,Reverse
bubble.c,1000,0,3,0.005506753921508789,Reverse
insertion.c,1000,0,3,0.005000114440917969,Reverse
selection.c,1000,0,3,0.005036354064941406,Reverse
bubble.c,1000,0,4,0.005507946014404297,Reverse
insertion.c,1000,0,4,0.005507946014404297,Reverse
selection.c,1000,0,4,0.00500035285949707,Reverse
bubble.c,1200,0,0,0.00518345832824707,Random
insertion.c,1200,0,0,0.0050008296966552734,Random
selection.c,1200,0,0,0.006155252456665039,Random
bubble.c,1200,0,1,0.004510641098022461,Random
insertion.c,1200,0,1,0.005998849868774414,Random
selection.c,1200,0,1,0.0054662227630615234,Random
bubble.c,1200,0,2,0.0060002803802490234,Random
insertion.c,1200,0,2,0.004510164260864258,Random
selection.c,1200,0,2,0.005999565124511719,Random
bubble.c,1200,0,3,0.005149364471435547,Random
insertion.c,1200,0,3,0.006000518798828125,Random
selection.c,1200,0,3,0.005178213119506836,Random
bubble.c,1200,0,4,0.004999399185180664,Random
insertion.c,1200,0,4,0.0051631927490234375,Random
selection.c,1200,0,4,0.005509376525878906,Random
bubble.c,1200,1,0,0.005509614944458008,Random
insertion.c,1200,1,0,0.004508495330810547,Random
selection.c,1200,1,0,0.004999399185180664,Random
bubble.c,1200,1,1,0.005060911178588867,Random
insertion.c,1200,1,1,0.00500178337097168,Random
selection.c,1200,1,1,0.0055084228515625,Random
bubble.c,1200,1,2,0.006000041961669922,Random
insertion.c,1200,1,2,0.004510641098022461,Random
selection.c,1200,1,2,0.0049991607666015625,Random
bubble.c,1200,1,3,0.005026578903198242,Random
insertion.c,1200,1,3,0.004999637603759766,Random
selection.c,1200,1,3,0.0044367313385009766,Random
bubble.c,1200,1,4,0.0055043697357177734,Random
insertion.c,1200,1,4,0.0070056915283203125,Random
selection.c,1200,1,4,0.004219532012939453,Random
bubble.c,1200,0,0,0.005000114440917969,Sorted
insertion.c,1200,0,0,0.005261898040771484,Sorted
selection.c,1200,0,0,0.004999637603759766,Sorted
bubble.c,1200,0,1,0.004510164260864258,Sorted
insertion.c,1200,0,1,0.005509138107299805,Sorted
selection.c,1200,0,1,0.004508256912231445,Sorted
bubble.c,1200,0,2,0.005998134613037109,Sorted
insertion.c,1200,0,2,0.005513668060302734,Sorted
selection.c,1200,0,2,0.00500035285949707,Sorted
bubble.c,1200,0,3,0.004509925842285156,Sorted
insertion.c,1200,0,3,0.005000114440917969,Sorted
selection.c,1200,0,3,0.005510568618774414,Sorted
bubble.c,1200,0,4,0.004998683929443359,Sorted
insertion.c,1200,0,4,0.005514383316040039,Sorted
selection.c,1200,0,4,0.0049991607666015625,Sorted
bubble.c,1200,0,0,0.005161762237548828,Reverse
insertion.c,1200,0,0,0.006018400192260742,Reverse
selection.c,1200,0,0,0.004998922348022461,Reverse
bubble.c,1200,0,1,0.0039997100830078125,Reverse
insertion.c,1200,0,1,0.006334066390991211,Reverse
selection.c,1200,0,1,0.004570722579956055,Reverse
bubble.c,1200,0,2,0.004998922348022461,Reverse
insertion.c,1200,0,2,0.006510734558105469,Reverse
selection.c,1200,0,2,0.005326747894287109,Reverse
bubble.c,1200,0,3,0.00551295280456543,Reverse
insertion.c,1200,0,3,0.006502866744995117,Reverse
selection.c,1200,0,3,0.006005048751831055,Reverse
bubble.c,1200,0,4,0.006044149398803711,Reverse
insertion.c,1200,0,4,0.006000041961669922,Reverse
selection.c,1200,0,4,0.005514860153198242,Reverse
bubble.c,1400,0,0,0.005503654479980469,Random
insertion.c,1400,0,0,0.008005857467651367,Random
selection.c,1400,0,0,0.006150484085083008,Random
bubble.c,1400,0,1,0.0070247650146484375,Random
insertion.c,1400,0,1,0.0060002803802490234,Random
selection.c,1400,0,1,0.006493806838989258,Random
bubble.c,1400,0,2,0.005511760711669922,Random
insertion.c,1400,0,2,0.005999565124511719,Random
selection.c,1400,0,2,0.005511045455932617,Random
bubble.c,1400,0,3,0.005003690719604492,Random
insertion.c,1400,0,3,0.0053060054779052734,Random
selection.c,1400,0,3,0.0055065155029296875,Random
bubble.c,1400,0,4,0.006003618240356445,Random
insertion.c,1400,0,4,0.005297183990478516,Random
selection.c,1400,0,4,0.004999876022338867,Random
bubble.c,1400,1,0,0.004509687423706055,Random
insertion.c,1400,1,0,0.00599980354309082,Random
selection.c,1400,1,0,0.006518840789794922,Random
bubble.c,1400,1,1,0.005508899688720703,Random
insertion.c,1400,1,1,0.0060002803802490234,Random
selection.c,1400,1,1,0.006152153015136719,Random
bubble.c,1400,1,2,0.005000591278076172,Random
insertion.c,1400,1,2,0.006444692611694336,Random
selection.c,1400,1,2,0.005509853363037109,Random
bubble.c,1400,1,3,0.006000518798828125,Random
insertion.c,1400,1,3,0.006604194641113281,Random
selection.c,1400,1,3,0.0055043697357177734,Random
bubble.c,1400,1,4,0.0050048828125,Random
insertion.c,1400,1,4,0.006066560745239258,Random
selection.c,1400,1,4,0.004998922348022461,Random
bubble.c,1400,0,0,0.0055103302001953125,Sorted
insertion.c,1400,0,0,0.006000518798828125,Sorted
selection.c,1400,0,0,0.005513668060302734,Sorted
bubble.c,1400,0,1,0.0060002803802490234,Sorted
insertion.c,1400,0,1,0.006082296371459961,Sorted
selection.c,1400,0,1,0.005170345306396484,Sorted
bubble.c,1400,0,2,0.0050029754638671875,Sorted
insertion.c,1400,0,2,0.006508827209472656,Sorted
selection.c,1400,0,2,0.0059986114501953125,Sorted
bubble.c,1400,0,3,0.005509853363037109,Sorted
insertion.c,1400,0,3,0.006508827209472656,Sorted
selection.c,1400,0,3,0.005999565124511719,Sorted
bubble.c,1400,0,4,0.0055119991302490234,Sorted
insertion.c,1400,0,4,0.006139039993286133,Sorted
selection.c,1400,0,4,0.0055103302001953125,Sorted
bubble.c,1400,0,0,0.006001472473144531,Reverse
insertion.c,1400,0,0,0.006135463714599609,Reverse
selection.c,1400,0,0,0.00520777702331543,Reverse
bubble.c,1400,0,1,0.007000923156738281,Reverse
insertion.c,1400,0,1,0.005509614944458008,Reverse
selection.c,1400,0,1,0.0050008296966552734,Reverse
bubble.c,1400,0,2,0.00642085075378418,Reverse
insertion.c,1400,0,2,0.005507469177246094,Reverse
selection.c,1400,0,2,0.0060024261474609375,Reverse
bubble.c,1400,0,3,0.007513761520385742,Reverse
insertion.c,1400,0,3,0.005502939224243164,Reverse
selection.c,1400,0,3,0.007005214691162109,Reverse
bubble.c,1400,0,4,0.004450321197509766,Reverse
insertion.c,1400,0,4,0.0050008296966552734,Reverse
selection.c,1400,0,4,0.006018877029418945,Reverse
bubble.c,1600,0,0,0.005508899688720703,Random
insertion.c,1600,0,0,0.0050008296966552734,Random
selection.c,1600,0,0,0.007056474685668945,Random
bubble.c,1600,0,1,0.0049991607666015625,Random
insertion.c,1600,0,1,0.007329225540161133,Random
selection.c,1600,0,1,0.006046295166015625,Random
bubble.c,1600,0,2,0.0060002803802490234,Random
insertion.c,1600,0,2,0.006513118743896484,Random
selection.c,1600,0,2,0.006432056427001953,Random
bubble.c,1600,0,3,0.006002902984619141,Random
insertion.c,1600,0,3,0.005269765853881836,Random
selection.c,1600,0,3,0.006504535675048828,Random
bubble.c,1600,0,4,0.007007122039794922,Random
